# 1: Detection or Track-id,  2: Video or Image Identifier,  3: Unique Frame Identifier,  4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),  8: Detection or Length Confidence,  9: Target Length (0 or -1 if invalid),  10-11+: Repeated Species, Confidence Pairs or Attributes,
# Written on: Wed Mar 18 10:53:36 2026   by: write_object_track_set_viame_csv,,,,,,,,,,,
430,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005039.426733_rgb.jpg,7027,882.757,6601.86,989.08,6858.41,1,0,false_positive,1,
431,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005040.560745_rgb.jpg,7028,6878.58,1477.7,7097.56,1723.48,1,0,false_positive,1,
432,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005155.368521_rgb.jpg,7032,1313.87,840.663,1718.58,1069.48,1,0,false_positive,1,
433,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005222.620357_rgb.jpg,7056,7215.52,5855.63,7401.71,6243.75,1,0,false_positive,1,
434,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005224.888587_rgb.jpg,7058,4869.52,4523.94,5045.39,4744.43,1,0,animal,1,
435,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005253.269351_rgb.jpg,7083,12706.2,9850.14,12926.8,10047.2,1,0,off_frame,1,
436,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005256.675193_rgb.jpg,7086,3730.48,7032.3,3911.48,7299.15,1,0,false_positive,1,
437,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005257.810384_rgb.jpg,7087,6597.77,1729.31,6832.43,1979.99,1,0,false_positive,1,
438,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005318.280112_rgb.jpg,7105,1348.84,4122.74,1559.16,4320.9,1,0,false_positive,1,
439,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005319.419178_rgb.jpg,7106,10821.4,2729.61,11033.2,3049.1,1,0,false_positive,1,
440,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005320.558166_rgb.jpg,7107,10844.2,10004.1,11053.8,10314.3,1,0,off_frame,1,
441,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005325.112415_rgb.jpg,7111,6645.32,1965.19,6862.42,2158.1,1,0,false_positive,1,
442,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005326.251041_rgb.jpg,7112,6612.46,9860.33,6811.68,10035.8,1,0,off_frame,1,
443,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005328.529017_rgb.jpg,7114,9709.07,7384.82,9908.86,7626.92,1,0,false_positive,1,
444,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005329.668188_rgb.jpg,7115,8322.66,2380.95,8574.15,2584.25,1,0,false_positive,1,
445,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005331.948158_rgb.jpg,7117,3691.36,4844.77,3901.19,5026.62,1,0,false_positive,1,
446,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005333.089306_rgb.jpg,7118,3312.33,7174.51,3498.75,7359.14,1,0,false_positive,1,
447,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005333.089306_rgb.jpg,7118,7581.18,8174.68,7753.04,8354.48,1,0,false_positive,1,
448,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005333.089306_rgb.jpg,7118,3845.15,3272.7,4115.79,3457.28,1,0,false_positive,1,
449,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005333.089306_rgb.jpg,7118,7443.18,8247.85,7607.98,8410.94,1,0,false_positive,1,
450,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005334.230734_rgb.jpg,7119,3315.95,6425.26,3509.44,6704.19,1,0,false_positive,1,
451,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005408.508692_rgb.jpg,7149,7437.83,7815.26,7616.62,8009.63,1,0,false_positive,1,
452,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005413.087203_rgb.jpg,7153,11930.7,2061.79,12067.2,2167.79,1,0,animal,1,
453,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005414.232129_rgb.jpg,7154,11877.7,9137.54,12016.4,9258.19,1,0,animal_duplicate,1,
454,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_224604.755563_rgb.jpg,887,10304,242.671,10349.4,315.243,1,0,off_ir,1,(note) detected in next frame of IR as hotspot 8
455,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002635.472107_rgb.jpg,6167,2785.7,3288.83,2943.53,3363.73,1,0,animal,1,(note) split from hotspot 382
